x,y,z
429.9122142093111,407.85181449174786,a
473.1867395964105,440.9225842892304,a
444.0288344272995,418.3077348918358,a
419.0835625984561,444.9197870191908,a
446.99463907104035,494.68697284713784,a
421.00140441213074,442.4338458432386,a
436.99288277126334,449.1512433918962,a
390.1182307515496,477.5843696970718,a
368.41126440116227,463.12532831654465,a
374.38043769164904,429.69697311412466,a
429.1859356442208,438.3324397913532,a
365.06026415119726,443.46331605015877,a
349.8150729706946,455.46359268444536,a
364.4661653144554,474.6376128642608,a
406.65857548156504,463.4612134961236,a
293.06583554346173,480.12661908753853,a
353.49261901073027,434.214682071457,a
348.8388610991385,476.6698048889592,a
333.58988482634487,313.45979776850623,b
366.0171108112972,321.80763344031266,b
347.43438061194644,313.78506624955844,b
330.8660740429618,315.75284524620366,b
319.1804610158977,324.94189449342787,b
342.36262670079907,305.13942110515495,b
307.68452807961665,346.9677295446925,b
308.21376827664676,294.712186356762,b
309.251714802833,321.168939189609,b
369.75234822659723,301.55192779261506,b
353.81643961604175,303.35024705584584,b
301.19860105842855,300.96093910676217,b
302.14263912457227,307.47867761172665,b
298.53886688468845,302.49024868652754,b
319.35709086366853,277.61584652431975,b
271.57687590642536,317.1832834106983,b
295.58689330049293,298.52612854651215,b
332.27008771318634,302.3536499183467,b
278.9300001470864,291.66862417980485,b
312.03873949714676,265.57575429069516,b
242.07712874432937,231.98148756539877,b
293.57927062304645,241.4124732582992,b
295.4825279223467,253.84075862993285,b
291.22482162631024,273.684842131054,b
319.5399122169057,250.87196697007923,b
316.2020678085704,262.5212001843165,b
279.8821234499346,240.00894156526908,b
322.53634927575143,239.06404363622778,b
285.72421592578434,219.53134011704947,b
336.3588094671661,300.37083046455825,b
359.6653724304525,260.78828087573413,b
323.35820444570584,195.02414257633683,b
347.69699769340144,277.4545027689394,b
408.4622790331059,244.55131982929672,b
316.6022950521783,176.3137586622575,b
362.2719041562602,258.9260855044834,b
340.5921543351604,250.20830314529783,b
328.30422635134283,234.73843817065733,b
331.1109526706357,247.91247248465532,b
364.0394361394595,254.2419751930156,b
328.0621821495799,263.4036557976313,b
364.37839496351825,260.447123439942,b
325.1191141575353,228.96040805082276,b
401.36371787977737,297.6368436367625,b
346.71110646262326,285.78351606149727,b
338.6638840032076,292.12748150554233,b
351.517488197897,230.8931008746864,b
359.49040109774285,329.33699687577507,b
384.47389180950455,278.1502926462935,b
337.5520265366613,262.0798159647504,b
312.77996159106675,273.5105288545859,b
429.2736685555027,309.16479117163306,b
364.0072988189076,244.7405894515754,b
326.89488831691574,283.6971435458628,b
341.36571703902393,301.83629097787025,b
312.9015628023113,357.11296705063614,b
319.13817464640186,317.70389199336125,b
363.12517299792927,306.3722913346555,b
335.4195468014562,332.5199489728846,b
332.25327507001396,333.0011145284701,b
374.7181070057675,305.0667585006946,b
317.961458752492,319.6912727844019,b
357.86619124687553,326.5566939338685,b
345.0976615942175,291.60300472471187,b
333.65998675990505,283.4522349415586,b
329.1337625685855,289.9683370329564,b
350.66363974571476,278.2969376533417,b
334.91517749788045,236.4002089341394,b
265.61451625440657,283.1262599013137,b
306.7645690156292,321.4523295126646,b
329.4350834537132,270.36095555107283,b
387.3872263611449,323.9250522219539,b
338.5249960991444,293.9391556704044,b
