x,y,z
299.81451611349286,167.25948332428788,b
324.4710476432532,75.21624650018572,b
366.2484875363923,185.21009033289272,b
394.6032566799688,180.8007438481818,b
402.97264821767055,189.70896735153974,b
354.9659526288717,214.96355403113336,b
351.05203997396126,204.9617211433183,b
408.4431335855946,202.63303114650722,b
398.07222630051047,254.56169184946003,b
398.6998878934391,218.61330456476145,b
382.7582507826788,234.16604205132393,b
448.5240983692611,216.75400852471535,b
417.90056198844917,279.20572319529407,b
495.9419307820041,273.0256096758136,b
475.42575810513006,276.5496423448546,b
489.8694871651339,265.4010365590041,b
505.158217400367,258.1221458038382,b
469.4000499229357,316.5110681803584,b
541.5799018328905,299.5967819689083,b
533.5332707041638,308.0197032855941,b
474.7286880135105,284.4650064962995,b
499.9794884261822,317.13479228499006,b
547.2302427784504,323.71455616793503,b
476.9631280873844,296.7914969489859,b
537.7695585249728,318.5171265660939,b
506.91393270053965,356.9645162004732,b
548.2187739184691,347.34206243700794,b
555.2142736866692,262.96104652766843,b
501.54683522241294,297.55486436201846,b
526.0417421925767,341.9469901480853,b
559.579032528773,317.587959426558,b
528.4681496499624,286.9032849830669,b
519.4991645986983,290.0418157794965,b
515.1450958860977,296.97692130250266,b
571.200814017579,243.63797670437788,b
544.3087132130025,265.3164012736928,b
605.4840180686498,216.63059662090308,b
537.4723957994124,243.59828031910502,b
601.0342421402913,201.52645024594574,b
579.5569645525637,147.2377335920662,b
604.1441794037144,136.5368620255981,b
580.5306449706909,183.1017535632647,b
552.7422095407918,106.76972341947874,b
571.1041157686095,124.11106918074398,b
612.5226329924903,108.29545170691915,b
585.5508061476141,101.66871883898034,b
597.6455684309838,122.41809068872897,b
557.1934255616077,122.3468182790599,b
609.3476060203967,92.73190519007119,b
553.4902281296016,115.18969988813853,b
585.727036082831,112.33131971950138,b
557.1940180205559,102.08605390628725,b
552.4896855636912,48.05310488701144,b
547.4600995706887,60.79388273285514,b
555.9598069749596,56.60777289899039,b
519.0302893276425,109.57037130651304,b
508.7339920796778,44.89593125712537,b
510.5364505165763,91.1872663927378,b
469.7549182849736,82.80082807787352,b
472.528737547673,87.57393465878738,b
526.8996388817619,58.33356477340919,b
436.90270378495455,113.40350599853889,b
449.7374711103025,110.56010626685429,b
475.42046124140876,104.40275490762542,b
467.39831568032315,147.53626436696027,b
451.23047221610693,67.97578832775685,b
468.49726371077054,168.06552874161707,b
441.57767232010616,121.1120026935842,b
462.62406705868614,154.31221588732228,b
442.7289876185968,161.41791248978728,b
471.7373922840069,225.03651567626088,b
479.63450043924155,186.56194836204975,b
488.3330124233497,188.34980940124103,b
493.0831812856394,236.7390668005458,b
457.58281888245006,255.72144469004184,b
510.8076729381637,263.00814544101127,b
535.1243203689685,249.385616351978,b
549.029962138153,244.28669232188736,b
530.0674223375997,247.98372021514766,b
521.9684924510294,245.97968748070213,b
518.7727625272245,278.2567211862778,b
532.6592101819798,203.94353039237734,b
517.0792035311323,245.87723676062248,b
532.0313604208225,200.82686640766883,b
536.5070845606023,251.41814998048292,b
510.58015264684633,242.68147819987058,b
557.2487566853954,261.3344356559951,b
514.0679131173039,207.43344100608044,b
481.6518478256252,210.8113305792288,b
520.6186720220154,173.8139755472908,b
450.08006804073204,177.0551928618284,b
517.4140662500901,175.51441702687805,b
533.0937684100346,153.36874306836376,b
524.2571144548587,142.84937580116429,b
476.34078997864435,141.88074537908216,b
463.1920667381234,111.49315449343027,b
478.09080366193206,156.98776267159485,b
